学院,专业,学期,课程代码,课程名称,学分,课程性质,教材名称,主编,版次,出版社,ISBN,匹配状态
植物科学技术学院,应用生物科学,2,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
植物科学技术学院,应用生物科学,第3学期,314300001008,3社会主义理论体系概论,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第3学期,314300001009,3社会主义思想概论,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第3学期,301300007144,生物化学B,4,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第3学期,301300009009,植物生物化学实验,1,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第3学期,301300007147,遗传学B,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第3学期,301300009011,遗传学实验C,1,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第3学期,3013009307,微生物学B,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第3学期,301300008015,智慧作物生产实践,2,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第3学期,307300008004,工程基础实践,1,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,3,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
植物科学技术学院,应用生物科学,3,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
植物科学技术学院,应用生物科学,第4学期,314300007007,马克思主义基本原理,3,必修,马克思主义基本原理（2023年版）,本书编写组,2023年版,高等教育出版社,,公共课已匹配
植物科学技术学院,应用生物科学,第4学期,3013009104,植物生理学,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第4学期,301300009012,植物生理学实验,1,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第4学期,301300007108,动物学,2,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第4学期,301300006009,植物生产类专业导论II,0.5,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第4学期,301300008006,生物资源调查24-5学期进行,5,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第4学期,301300008005,应用生物科学专业基础实习,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第4学期,9093009903,社会实践,1,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第4学期,301300008015,智慧作物生产实践,2,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第4学期,301300007155,智慧植保应用专题,1,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,4,,外语类课程,,必修类别,新视野大学英语（第三版·读写教程）,郑树棠,第3版,外语教学与研究出版社,,公共课已匹配
植物科学技术学院,应用生物科学,4,,体育类课程,,必修类别,大学体育（教材）,本校编,最新版,校本教材,,公共课已匹配
植物科学技术学院,应用生物科学,第5学期,301300007062,现代仪器分析,2,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第5学期,301300007063,发酵工程原理与技术,2,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第5学期,3013009309,生物统计与田间试验设计,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第5学期,301300007061,基础生态学,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第5学期,3013009308,分子生物学C,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第6学期,301300007106,基因工程,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第6学期,301300007101,天然产物化学,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第6学期,301300007107,植物生产与保护,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第6学期,301300007139,生物资源学,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第6学期,301300008019,毕业综合实习,2,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第7学期,30130009205,生物信息学,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3013009911,毕业论文设计64-8学期,8,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3143009105,形势与政策（二）,1,必修,形势与政策（最新版）,教育部组编,每年更新,高等教育出版社,,公共课已匹配
植物科学技术学院,应用生物科学,第8学期,3143009003,3484261马院OutlineofModernChineseHistory,1,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,314300001006,3484262马院IdeologyMoralityandRuleofLaw,2,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,314300001008,BasicTheoryofMaoZedong3484083马院,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,314300001009,BasicTheoryofXiJinpingThought3484083马院,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,314300001007,3484264马院BasicKnowledgeofMarxism,4,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3143009104,116161-2马院SituationandPolicyEducation(1),1,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,314210001001,232327/8马院理论与实践*（硕士生必修）,8,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,314210001002,自然辩证法概论*116167/8马院（硕士生必修）,8,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,314110001001,2323211/12马院（博士生必修）,12,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3013009382,116161植科等IntroductiontoIntelligentAgriculture,1,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,202300006102,11616NationalSeedIndustry生院,16,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3013009372,InternationalCropProduction116163植科等,3,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,302110002001,动物科学史*116167动科等,7,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,308110002001,中国鱼文化*116167水产等,7,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,307210002001,农业工程发展史*116167工学等,7,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,301210003005,农业与农村*116167植科等AgricultureandCountryside,7,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,306220003001,232327经管等（农业硕士必修）*,7,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,301210002002,农业科技史*116168植科等,8,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,305110005002,园艺学文史类*116168园林等,8,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3113009824,11616文法WritingandCommunication,16,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,9093009774,InnovationandEntrepreneurship116161生院,1,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,202300006005,PsychologicalDevelopmentand116162生院,2,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3113009707,21616文法CollegeChinese,16,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3143009708,23232马院等GreenChina,32,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3143009707,23232马院等LearnandPracticeChina,32,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3123009709,23232外语等InterculturalCommunication,32,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3113009820,23232文法等AncientNovelsandChineseCivilization,32,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3123009717,AReader’sGuidetoMasterpieces23232外语,32,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3093009710,23232食科等CultureofChineseFood,32,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,202300006003,23232PsychologyandLife生院,32,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3113009757,TheHistoryofChinese23232马院等,32,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,314210004016,IntroductiontotheHistoryand1.52424马院等,24,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,312300006003,Walkinto“TheBeltand23232外语等,32,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,311300006005,23232文法LawandModernLife,32,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,305300006003,23232园林等RandomTalkonAesthetics,32,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3113009746,1.52424文法等LaoziandChineseWisdom,24,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,3113009789,23232文法等TheAnalectsandReallife,32,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,306300006004,11616经管等IntroductiontoSunTzusArtofWar,16,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,305300006002,23232园林等Chinesepaintingandcalligraphy,32,必修,,,,,,待查教学大纲（专业课）
植物科学技术学院,应用生物科学,第8学期,301210002001,学术道德与科技写作*11616植科,16,必修,,,,,,待查教学大纲（专业课）
